wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,6,low,wing,color,T,N,Y,B,17,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
N,Y,N_Y.png,training,1,2,2,low,wing,color,T,N,Y,B,17,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,Y,T_Y.png,training,1,3,10,high,wing,color,T,N,Y,B,17,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,B,T_B.png,training,1,4,9,high,wing,color,T,N,Y,B,17,9_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,Y,T_Y.png,training,2,5,8,high,wing,color,T,N,Y,B,17,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
N,B,N_B.png,training,2,6,2,low,wing,color,T,N,Y,B,17,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,B,T_B.png,training,2,7,9,high,wing,color,T,N,Y,B,17,9_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
N,Y,N_Y.png,training,2,8,2,low,wing,color,T,N,Y,B,17,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,Y,T_Y.png,training,3,9,10,high,wing,color,T,N,Y,B,17,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
N,Y,N_Y.png,training,3,10,6,low,wing,color,T,N,Y,B,17,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
N,B,N_B.png,training,3,11,1,low,wing,color,T,N,Y,B,17,1_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
T,B,T_B.png,training,3,12,8,high,wing,color,T,N,Y,B,17,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,high,low,low,high,high"
