wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,Y,T_Y.png,training,1,1,8,high,color,wing,Y,B,N,T,196,8_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,1,2,9,high,color,wing,Y,B,N,T,196,9_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,B,N_B.png,training,1,3,6,low,color,wing,Y,B,N,T,196,6_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,1,4,5,low,color,wing,Y,B,N,T,196,5_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,2,5,2,low,color,wing,Y,B,N,T,196,2_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,2,6,8,high,color,wing,Y,B,N,T,196,8_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,B,N_B.png,training,2,7,5,low,color,wing,Y,B,N,T,196,5_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
T,Y,T_Y.png,training,2,8,9,high,color,wing,Y,B,N,T,196,9_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
T,Y,T_Y.png,training,3,9,9,high,color,wing,Y,B,N,T,196,9_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,B,N_B.png,training,3,10,3,low,color,wing,Y,B,N,T,196,3_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
N,Y,N_Y.png,training,3,11,8,high,color,wing,Y,B,N,T,196,8_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
T,B,T_B.png,training,3,12,1,low,color,wing,Y,B,N,T,196,1_food.png,"Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_Y.png,Resources/T_B.png","high,low,low,low,high,high,high,low"
