wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,2,low,wing,color,T,N,B,Y,197,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,1,2,9,high,wing,color,T,N,B,Y,197,9_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,1,3,4,low,wing,color,T,N,B,Y,197,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,B,T_B.png,training,1,4,8,high,wing,color,T,N,B,Y,197,8_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,2,5,4,low,wing,color,T,N,B,Y,197,4_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,B,T_B.png,training,2,6,7,high,wing,color,T,N,B,Y,197,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
N,Y,N_Y.png,training,2,7,1,low,wing,color,T,N,B,Y,197,1_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,2,8,5,high,wing,color,T,N,B,Y,197,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,Y,T_Y.png,training,3,9,9,high,wing,color,T,N,B,Y,197,9_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
N,B,N_B.png,training,3,10,6,low,wing,color,T,N,B,Y,197,6_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
N,Y,N_Y.png,training,3,11,7,low,wing,color,T,N,B,Y,197,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
T,B,T_B.png,training,3,12,7,high,wing,color,T,N,B,Y,197,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/T_Y.png","low,high,high,low,low,high,low,high"
