wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,7,high,color,wing,B,Y,N,T,6,7_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,1,2,2,low,color,wing,B,Y,N,T,6,2_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,1,3,3,low,color,wing,B,Y,N,T,6,3_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,B,N_B.png,training,1,4,7,high,color,wing,B,Y,N,T,6,7_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,2,5,2,low,color,wing,B,Y,N,T,6,2_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,2,6,5,low,color,wing,B,Y,N,T,6,5_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,B,T_B.png,training,2,7,5,high,color,wing,B,Y,N,T,6,5_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,B,N_B.png,training,2,8,10,high,color,wing,B,Y,N,T,6,10_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,Y,N_Y.png,training,3,9,6,low,color,wing,B,Y,N,T,6,6_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
N,B,N_B.png,training,3,10,6,high,color,wing,B,Y,N,T,6,6_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,Y,T_Y.png,training,3,11,6,low,color,wing,B,Y,N,T,6,6_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
T,B,T_B.png,training,3,12,10,high,color,wing,B,Y,N,T,6,10_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png","high,low,high,low,high,low,low,high"
