wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,2,low,color,wing,Y,B,T,N,76,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,1,2,1,low,color,wing,Y,B,T,N,76,1_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
N,Y,N_Y.png,training,1,3,6,high,color,wing,Y,B,T,N,76,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,1,4,7,high,color,wing,Y,B,T,N,76,7_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
N,B,N_B.png,training,2,5,2,low,color,wing,Y,B,T,N,76,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,2,6,2,low,color,wing,Y,B,T,N,76,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
N,Y,N_Y.png,training,2,7,6,high,color,wing,Y,B,T,N,76,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,2,8,9,high,color,wing,Y,B,T,N,76,9_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
N,B,N_B.png,training,3,9,2,low,color,wing,Y,B,T,N,76,2_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
N,Y,N_Y.png,training,3,10,4,high,color,wing,Y,B,T,N,76,4_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,Y,T_Y.png,training,3,11,6,high,color,wing,Y,B,T,N,76,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
T,B,T_B.png,training,3,12,1,low,color,wing,Y,B,T,N,76,1_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,high,low,high,low,high"
