wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,3,low,color,wing,Y,B,T,N,144,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,Y,N_Y.png,training,1,2,7,high,color,wing,Y,B,T,N,144,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
T,Y,T_Y.png,training,1,3,7,high,color,wing,Y,B,T,N,144,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,B,N_B.png,training,1,4,3,low,color,wing,Y,B,T,N,144,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
T,Y,T_Y.png,training,2,5,6,high,color,wing,Y,B,T,N,144,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,Y,N_Y.png,training,2,6,10,high,color,wing,Y,B,T,N,144,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
T,B,T_B.png,training,2,7,6,low,color,wing,Y,B,T,N,144,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,B,N_B.png,training,2,8,2,low,color,wing,Y,B,T,N,144,2_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,B,N_B.png,training,3,9,1,low,color,wing,Y,B,T,N,144,1_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
T,B,T_B.png,training,3,10,4,low,color,wing,Y,B,T,N,144,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
T,Y,T_Y.png,training,3,11,10,high,color,wing,Y,B,T,N,144,10_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
N,Y,N_Y.png,training,3,12,6,high,color,wing,Y,B,T,N,144,6_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png","low,low,high,high,high,low,high,low"
