wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,3,low,color,wing,Y,B,N,T,216,3_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,1,2,2,low,color,wing,Y,B,N,T,216,2_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,1,3,8,high,color,wing,Y,B,N,T,216,8_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,1,4,7,high,color,wing,Y,B,N,T,216,7_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
T,B,T_B.png,training,2,5,5,low,color,wing,Y,B,N,T,216,5_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,2,6,4,low,color,wing,Y,B,N,T,216,4_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,2,7,7,high,color,wing,Y,B,N,T,216,7_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,2,8,9,high,color,wing,Y,B,N,T,216,9_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
T,B,T_B.png,training,3,9,3,low,color,wing,Y,B,N,T,216,3_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,B,N_B.png,training,3,10,5,low,color,wing,Y,B,N,T,216,5_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
N,Y,N_Y.png,training,3,11,10,high,color,wing,Y,B,N,T,216,10_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
T,Y,T_Y.png,training,3,12,6,high,color,wing,Y,B,N,T,216,6_food.png,"Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_Y.png","low,high,low,low,high,low,high,high"
