wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,6,high,color,wing,B,Y,T,N,38,6_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,1,2,10,high,color,wing,B,Y,T,N,38,10_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,1,3,2,low,color,wing,B,Y,T,N,38,2_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,1,4,4,low,color,wing,B,Y,T,N,38,4_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,2,5,3,low,color,wing,B,Y,T,N,38,3_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
N,B,N_B.png,training,2,6,7,high,color,wing,B,Y,T,N,38,7_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,2,7,10,high,color,wing,B,Y,T,N,38,10_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,2,8,4,low,color,wing,B,Y,T,N,38,4_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,3,9,9,high,color,wing,B,Y,T,N,38,9_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
N,B,N_B.png,training,3,10,5,high,color,wing,B,Y,T,N,38,5_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,3,11,3,low,color,wing,B,Y,T,N,38,3_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,3,12,2,low,color,wing,B,Y,T,N,38,2_food.png,"Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png","low,low,high,high,low,low,high,high"
