wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,8,high,wing,color,T,N,Y,B,109,8_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
T,Y,T_Y.png,training,1,2,9,high,wing,color,T,N,Y,B,109,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,B,N_B.png,training,1,3,7,low,wing,color,T,N,Y,B,109,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,Y,N_Y.png,training,1,4,4,low,wing,color,T,N,Y,B,109,4_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
T,B,T_B.png,training,2,5,8,high,wing,color,T,N,Y,B,109,8_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,Y,N_Y.png,training,2,6,5,low,wing,color,T,N,Y,B,109,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
T,Y,T_Y.png,training,2,7,7,high,wing,color,T,N,Y,B,109,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,B,N_B.png,training,2,8,1,low,wing,color,T,N,Y,B,109,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
T,Y,T_Y.png,training,3,9,8,high,wing,color,T,N,Y,B,109,8_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,B,N_B.png,training,3,10,1,low,wing,color,T,N,Y,B,109,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
T,B,T_B.png,training,3,11,4,high,wing,color,T,N,Y,B,109,4_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
N,Y,N_Y.png,training,3,12,1,low,wing,color,T,N,Y,B,109,1_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_Y.png","high,low,high,low,low,high,high,low"
