wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
T,Y,T_Y.png,training,1,1,4,low,wing,color,N,T,B,Y,79,4_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
T,B,T_B.png,training,1,2,4,low,wing,color,N,T,B,Y,79,4_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,B,N_B.png,training,1,3,10,high,wing,color,N,T,B,Y,79,10_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,Y,N_Y.png,training,1,4,6,high,wing,color,N,T,B,Y,79,6_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
T,Y,T_Y.png,training,2,5,3,low,wing,color,N,T,B,Y,79,3_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,B,N_B.png,training,2,6,8,high,wing,color,N,T,B,Y,79,8_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
T,B,T_B.png,training,2,7,2,low,wing,color,N,T,B,Y,79,2_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,Y,N_Y.png,training,2,8,3,high,wing,color,N,T,B,Y,79,3_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,Y,N_Y.png,training,3,9,6,high,wing,color,N,T,B,Y,79,6_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
T,B,T_B.png,training,3,10,4,low,wing,color,N,T,B,Y,79,4_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
T,Y,T_Y.png,training,3,11,4,low,wing,color,N,T,B,Y,79,4_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
N,B,N_B.png,training,3,12,10,high,wing,color,N,T,B,Y,79,10_food.png,"Resources/N_B.png,Resources/T_B.png,Resources/N_Y.png,Resources/N_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_Y.png","high,low,high,high,low,low,low,high"
