wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,Y,N_Y.png,training,1,1,8,high,wing,color,N,T,B,Y,195,8_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,B,T_B.png,training,1,2,5,low,wing,color,N,T,B,Y,195,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
N,B,N_B.png,training,1,3,7,high,wing,color,N,T,B,Y,195,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,Y,T_Y.png,training,1,4,1,low,wing,color,N,T,B,Y,195,1_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,Y,T_Y.png,training,2,5,2,low,wing,color,N,T,B,Y,195,2_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
N,Y,N_Y.png,training,2,6,8,high,wing,color,N,T,B,Y,195,8_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
N,B,N_B.png,training,2,7,7,high,wing,color,N,T,B,Y,195,7_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,B,T_B.png,training,2,8,5,low,wing,color,N,T,B,Y,195,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,Y,T_Y.png,training,3,9,3,low,wing,color,N,T,B,Y,195,3_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
N,B,N_B.png,training,3,10,5,high,wing,color,N,T,B,Y,195,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
N,Y,N_Y.png,training,3,11,5,high,wing,color,N,T,B,Y,195,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
T,B,T_B.png,training,3,12,5,low,wing,color,N,T,B,Y,195,5_food.png,"Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png","high,low,low,low,low,high,high,high"
