wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
T,B,T_B.png,training,1,1,7,high,color,wing,B,Y,T,N,114,7_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,B,N_B.png,training,1,2,8,high,color,wing,B,Y,T,N,114,8_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
T,Y,T_Y.png,training,1,3,4,low,color,wing,B,Y,T,N,114,4_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,Y,N_Y.png,training,1,4,5,low,color,wing,B,Y,T,N,114,5_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
T,B,T_B.png,training,2,5,9,high,color,wing,B,Y,T,N,114,9_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,Y,N_Y.png,training,2,6,1,low,color,wing,B,Y,T,N,114,1_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
T,Y,T_Y.png,training,2,7,4,low,color,wing,B,Y,T,N,114,4_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,B,N_B.png,training,2,8,6,high,color,wing,B,Y,T,N,114,6_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
T,B,T_B.png,training,3,9,7,high,color,wing,B,Y,T,N,114,7_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,B,N_B.png,training,3,10,7,high,color,wing,B,Y,T,N,114,7_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
T,Y,T_Y.png,training,3,11,4,low,color,wing,B,Y,T,N,114,4_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
N,Y,N_Y.png,training,3,12,4,low,color,wing,B,Y,T,N,114,4_food.png,"Resources/T_Y.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_B.png,Resources/N_B.png,Resources/N_Y.png","low,high,low,high,low,high,high,low"
