wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,3,low,color,wing,Y,B,N,T,220,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
N,Y,N_Y.png,training,1,2,5,high,color,wing,Y,B,N,T,220,5_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,B,T_B.png,training,1,3,3,low,color,wing,Y,B,N,T,220,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,Y,T_Y.png,training,1,4,5,high,color,wing,Y,B,N,T,220,5_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,B,T_B.png,training,2,5,3,low,color,wing,Y,B,N,T,220,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,Y,T_Y.png,training,2,6,7,high,color,wing,Y,B,N,T,220,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
N,Y,N_Y.png,training,2,7,8,high,color,wing,Y,B,N,T,220,8_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
N,B,N_B.png,training,2,8,3,low,color,wing,Y,B,N,T,220,3_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
N,Y,N_Y.png,training,3,9,9,high,color,wing,Y,B,N,T,220,9_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,Y,T_Y.png,training,3,10,7,high,color,wing,Y,B,N,T,220,7_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
T,B,T_B.png,training,3,11,4,low,color,wing,Y,B,N,T,220,4_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
N,B,N_B.png,training,3,12,5,low,color,wing,Y,B,N,T,220,5_food.png,"Resources/T_B.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_Y.png","low,low,low,high,high,high,low,high"
