wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,color_high,color_low,wing_high,wing_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,5,low,color,wing,Y,B,T,N,48,5_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,1,2,6,high,color,wing,Y,B,T,N,48,6_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,1,3,5,low,color,wing,Y,B,T,N,48,5_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,1,4,6,high,color,wing,Y,B,T,N,48,6_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
N,B,N_B.png,training,2,5,1,low,color,wing,Y,B,T,N,48,1_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,2,6,8,high,color,wing,Y,B,T,N,48,8_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,2,7,6,high,color,wing,Y,B,T,N,48,6_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,2,8,5,low,color,wing,Y,B,T,N,48,5_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,B,T_B.png,training,3,9,4,low,color,wing,Y,B,T,N,48,4_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
N,Y,N_Y.png,training,3,10,7,high,color,wing,Y,B,T,N,48,7_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
T,Y,T_Y.png,training,3,11,8,high,color,wing,Y,B,T,N,48,8_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
N,B,N_B.png,training,3,12,2,low,color,wing,Y,B,T,N,48,2_food.png,"Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_Y.png","low,low,high,high,low,low,high,high"
