wing,color,image_file,phase,rep,trial_num,food_amount,category,relevant_dim,irrelevant_dim,wing_high,wing_low,color_high,color_low,participant_id,food_image_file,images_list,testing_categories
N,B,N_B.png,training,1,1,3,low,wing,color,T,N,Y,B,21,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,Y,T_Y.png,training,1,2,10,high,wing,color,T,N,Y,B,21,10_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,1,3,5,low,wing,color,T,N,Y,B,21,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,1,4,10,high,wing,color,T,N,Y,B,21,10_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,2,5,9,high,wing,color,T,N,Y,B,21,9_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
N,B,N_B.png,training,2,6,3,low,wing,color,T,N,Y,B,21,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,2,7,4,low,wing,color,T,N,Y,B,21,4_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,Y,T_Y.png,training,2,8,7,high,wing,color,T,N,Y,B,21,7_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,Y,T_Y.png,training,3,9,10,high,wing,color,T,N,Y,B,21,10_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
N,B,N_B.png,training,3,10,3,low,wing,color,T,N,Y,B,21,3_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
T,B,T_B.png,training,3,11,6,high,wing,color,T,N,Y,B,21,6_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
N,Y,N_Y.png,training,3,12,5,low,wing,color,T,N,Y,B,21,5_food.png,"Resources/T_Y.png,Resources/N_Y.png,Resources/T_B.png,Resources/T_B.png,Resources/T_Y.png,Resources/N_B.png,Resources/N_Y.png,Resources/N_B.png","high,low,high,high,high,low,low,low"
